Show Name,Publisher,Category,Y,Original,Episode Count,Ad Pricing,:40-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",Number of Ad Slots,Ads Host Red?,Episode Day,Primary Country,Episodes Per Week,Host,Gender Distribution,28-45,Average HHI,Hosting,Platforms
World History Path,Elite Network,General,Y,Original,223,"$1,728",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Elizabeth Thompson,M - 13%,25-45,$174k,Megaphone,Apple
Talks Tech Quest,Next Channel,Technology,Y,Original,38,"$1,011",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,United Kingdom,1,Michael Brown,M - 38%,25-45,$84k,Megaphone,Spotify
Stories Education Wave,Global Collective,General,Y,Original,154,"$1,022",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Turkey,1,William White,M - 70%,25-45,$184k,Megaphone,Apple
Tales Sports Scope,Peak Syndicate,General,Y,Original,99,"$1,412",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Africa,1,Susan Johnson,M - 87%,25-45,$471k,Megaphone,"Apple, Spotify"
Chronicles Education Path,Star Channel,General,Y,Original,144,"$2,667",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,Sarah Harris,M - 32%,25-45,$217k,Megaphone,"Apple, Spotify"
Insights Tech Wave,Global Network,Technology,Y,Original,181,"$3,994",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Mary Jackson,M - 70%,25-45,$244k,Megaphone,"Apple, Spotify"
Digest Education Voyage,Next Channel,General,Y,Original,216,"$1,469",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Germany,1,Robert Jones,M - 27%,25-45,$253k,Megaphone,"Apple, Spotify"
Hour Tech Radar,Prime Channel,Technology,Y,Original,214,"$1,947",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Jennifer Thomas,M - 36%,25-45,$445k,Megaphone,"Apple, Spotify"
Talks Business Sphere,Echo Syndicate,Business & Finance,Y,Original,119,"$2,052",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Karen Moore,F - 25%,25-45,$120k,Megaphone,"Apple, Spotify"
Digest Sports Vision,Pulse Studios,General,Y,Original,183,"$1,918",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Patricia Johnson,F - 90%,25-45,$156k,Megaphone,Spotify
Hour Travel Scope,Prime Studios,General,Y,Original,60,"$1,797",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Joseph Harris,M - 26%,25-45,$383k,Megaphone,Apple
World Sports Sphere,Prime Group,General,Y,Original,54,"$1,092",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Korea,1,Robert Jones,M - 11%,25-45,$367k,Megaphone,Spotify
Stories Science Scope,Edge Productions,General,Y,Original,46,"$2,501",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Mary Martinez,M - 81%,25-45,$116k,Megaphone,Apple
Insights Science Scope,Edge Network,General,Y,Original,291,"$3,227",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Thomas Moore,M - 18%,25-45,$174k,Megaphone,"Apple, Spotify"
Journey Science Quest,Quill,General,Y,Original,206,"$1,354",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,United Kingdom,1,Barbara Moore,F - 34%,25-45,$208k,Megaphone,"Apple, Spotify"
Journey History Wave,Global Studios,General,Y,Original,194,"$2,632",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Michael Johnson,M - 61%,25-45,$230k,Megaphone,Spotify
Tales Food Echo,Global Collective,General,Y,Original,296,"$3,170",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Africa,1,Karen Garcia,F - 74%,25-45,$250k,Megaphone,Spotify
Insights Education Vision,Peak Casts,General,Y,Original,111,"$2,141",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,David Garcia,F - 74%,25-45,$155k,Megaphone,Spotify
World Business Wave,Echo Broadcasts,Business & Finance,Y,Original,214,"$3,988",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Patricia Harris,M - 78%,25-45,$279k,Megaphone,Apple
Daily History Scope,Elite Casts,General,Y,Original,75,"$3,229",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Charles Martin,F - 54%,25-45,$496k,Megaphone,Apple
Digest History Radar,Echo Media,General,Y,Original,48,"$2,501",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,Mary Jones,M - 37%,25-45,$452k,Megaphone,Spotify
Insights Entertainment Echo,PRX,Entertainment & Media,Y,Original,48,"$1,753",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,Richard Martin,F - 11%,25-45,$435k,Megaphone,Spotify
Chronicles Education Wave,PodcastOne,General,Y,Original,175,"$2,045",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Elizabeth Davis,M - 83%,25-45,$211k,Megaphone,Spotify
Chronicles Tech Radar,Echo Productions,Technology,Y,Original,231,"$1,650",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Linda Garcia,M - 50%,25-45,$443k,Megaphone,Apple
Journey Education Grid,Prime Syndicate,General,Y,Original,232,"$2,907",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Barbara Davis,M - 42%,25-45,$227k,Megaphone,"Apple, Spotify"
World Sports Grid,Elite Productions,General,Y,Original,21,"$1,566",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,Michael Davis,F - 42%,25-45,$239k,Megaphone,Apple
Chronicles Sports Scope,Core Group,General,Y,Original,265,"$3,624",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Brazil,1,Linda Taylor,F - 71%,25-45,$242k,Megaphone,"Apple, Spotify"
Journey Travel Scope,Elite Syndicate,General,Y,Original,43,"$2,333",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Michael Harris,F - 85%,25-45,$307k,Megaphone,Spotify
Digest Science Radar,Star Channel,General,Y,Original,185,"$3,180",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Patricia Brown,M - 45%,25-45,$105k,Megaphone,Spotify
Digest Tech Vision,Global Productions,Technology,Y,Original,130,"$2,081",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Sarah Thompson,F - 49%,25-45,$270k,Megaphone,Apple
Daily Tech Vision,Prime Channel,Technology,Y,Original,121,"$1,186",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,William Wilson,M - 82%,25-45,$50k,Megaphone,"Apple, Spotify"
Talks Education Vision,Core Productions,General,Y,Original,33,"$2,902",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,Michael Smith,M - 27%,25-45,$363k,Megaphone,Spotify
Tales Health Voyage,Pulse Group,Health & Wellness,Y,Original,10,"$1,473",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Robert Davis,F - 31%,25-45,$377k,Megaphone,Apple
Insights History Radar,Echo Studios,General,Y,Original,127,"$3,691",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,James Garcia,F - 23%,25-45,$352k,Megaphone,Apple
Hour Business Radar,Core Syndicate,Business & Finance,Y,Original,132,$709,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Michael Martinez,M - 77%,25-45,$399k,Megaphone,"Apple, Spotify"
Talks Health Echo,Core Syndicate,Health & Wellness,Y,Original,268,"$2,361",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,Thomas Davis,F - 61%,25-45,$449k,Megaphone,Apple
Hour Business Vision,Peak Broadcasts,Business & Finance,Y,Original,53,"$3,372",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Canada,1,Barbara Martinez,F - 28%,25-45,$244k,Megaphone,Spotify
Talks Science Echo,Next Media,General,Y,Original,272,"$2,962",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Karen Martin,F - 88%,25-45,$80k,Megaphone,"Apple, Spotify"
Stories Sports Path,Next Network,General,Y,Original,211,"$1,421",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,Richard Thomas,M - 87%,25-45,$479k,Megaphone,Spotify
Daily Health Vision,Peak Group,Health & Wellness,Y,Original,22,"$2,276",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Susan Thomas,M - 57%,25-45,$159k,Megaphone,"Apple, Spotify"
Tales History Sphere,Edge Network,General,Y,Original,65,"$2,203",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Jennifer Thompson,M - 65%,25-45,$56k,Megaphone,Apple
World Sports Radar,Echo Group,General,Y,Original,236,"$3,397",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Brazil,1,Thomas Johnson,M - 64%,25-45,$219k,Megaphone,"Apple, Spotify"
Chronicles History Voyage,Edge Casts,General,Y,Original,292,$985,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Africa,1,Susan Miller,F - 42%,25-45,$360k,Megaphone,Spotify
Hour Business Scope,Star Network,Business & Finance,Y,Original,282,"$1,797",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,William White,M - 77%,25-45,$229k,Megaphone,Spotify
Tales Travel Echo,Global Group,General,Y,Original,150,$576,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Jessica Thomas,F - 31%,25-45,$60k,Megaphone,"Apple, Spotify"
Tales Travel Path,Edge Collective,General,Y,Original,86,"$1,798",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Charles Jackson,F - 41%,25-45,$52k,Megaphone,Apple
Stories Education Sphere,Next Syndicate,General,Y,Original,232,"$2,419",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Russia,1,Richard Davis,F - 11%,25-45,$66k,Megaphone,"Apple, Spotify"
Digest Sports Voyage,Peak Productions,General,Y,Original,54,"$1,882",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Jennifer Thompson,F - 69%,25-45,$155k,Megaphone,"Apple, Spotify"
Talks Food Sphere,Elite Productions,General,Y,Original,196,"$1,056",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Jessica Thompson,F - 39%,25-45,$415k,Megaphone,"Apple, Spotify"
Talks Science Scope,Peak Studios,General,Y,Original,298,"$2,105",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,Robert Jackson,M - 82%,25-45,$323k,Megaphone,Apple
Chronicles Business Wave,Global Casts,Business & Finance,Y,Original,67,"$2,960",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Elizabeth Garcia,F - 39%,25-45,$416k,Megaphone,Spotify
Tales Tech Grid,Peak Productions,Technology,Y,Original,145,"$1,263",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,Thomas Thomas,F - 49%,25-45,$303k,Megaphone,Apple
Stories Sports Wave,Echo Casts,General,Y,Original,178,$915,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Sarah Anderson,F - 88%,25-45,$341k,Megaphone,"Apple, Spotify"
Hour History Echo,Peak Broadcasts,General,Y,Original,238,"$2,112",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,James Williams,F - 27%,25-45,$67k,Megaphone,Spotify
Tales Sports Quest,Echo Syndicate,General,Y,Original,44,"$2,624",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Joseph Miller,F - 62%,25-45,$357k,Megaphone,"Apple, Spotify"
Insights Education Grid,Edge Broadcasts,General,Y,Original,215,"$2,082",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,Robert Martinez,F - 89%,25-45,$378k,Megaphone,"Apple, Spotify"
Hour Travel Wave,Prime Studios,General,Y,Original,57,$884,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Turkey,1,William Davis,F - 40%,25-45,$205k,Megaphone,"Apple, Spotify"
World Travel Vision,Peak Studios,General,Y,Original,128,"$1,490",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Elizabeth Taylor,F - 78%,25-45,$101k,Megaphone,"Apple, Spotify"
Insights Sports Radar,Echo Group,General,Y,Original,194,"$2,102",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Robert Miller,F - 27%,25-45,$282k,Megaphone,"Apple, Spotify"
Stories Sports Vision,Next Channel,General,Y,Original,273,"$3,044",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Japan,1,Robert Anderson,M - 10%,25-45,$158k,Megaphone,Apple
Insights Tech Quest,Prime Media,Technology,Y,Original,116,"$2,142",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,John Martin,M - 23%,25-45,$191k,Megaphone,Apple
Daily Business Scope,Pulse Network,Business & Finance,Y,Original,184,"$3,543",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,China,1,Robert White,F - 72%,25-45,$497k,Megaphone,"Apple, Spotify"
Tales Science Path,Peak Broadcasts,General,Y,Original,26,"$3,777",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Patricia Anderson,F - 60%,25-45,$366k,Megaphone,"Apple, Spotify"
Talks Travel Voyage,Star Casts,General,Y,Original,287,$642,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,John Moore,F - 64%,25-45,$491k,Megaphone,Spotify
Tales Tech Scope,Global Channel,Technology,Y,Original,28,"$1,702",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,Jessica Johnson,F - 26%,25-45,$352k,Megaphone,Apple
Tales Tech Radar,Gimlet Media,Technology,Y,Original,154,"$2,927",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Richard Moore,F - 27%,25-45,$245k,Megaphone,Spotify
Journey Health Path,Pulse Productions,Health & Wellness,Y,Original,51,"$3,434",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Korea,1,Thomas Harris,M - 19%,25-45,$230k,Megaphone,"Apple, Spotify"
Tales Tech Path,Edge Casts,Technology,Y,Original,78,"$3,787",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Michael Jackson,M - 79%,25-45,$355k,Megaphone,Spotify
Talks Science Quest,Elite Broadcasts,General,Y,Original,176,"$1,127",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Thomas Harris,M - 49%,25-45,$208k,Megaphone,Spotify
World Sports Echo,Echo Syndicate,General,Y,Original,245,$914,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,Patricia Johnson,M - 73%,25-45,$217k,Megaphone,"Apple, Spotify"
Stories Entertainment Grid,Edge Collective,Entertainment & Media,Y,Original,240,"$3,216",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Sarah Davis,M - 52%,25-45,$356k,Megaphone,"Apple, Spotify"
Stories Travel Wave,Prime Network,General,Y,Original,20,$767,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Russia,1,Richard Miller,M - 62%,25-45,$446k,Megaphone,Spotify
Digest Science Sphere,Pulse Media,General,Y,Original,96,"$3,139",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,David Taylor,F - 14%,25-45,$345k,Megaphone,"Apple, Spotify"
Digest Entertainment Vision,Prime Channel,Entertainment & Media,Y,Original,296,"$2,073",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,John Jones,M - 80%,25-45,$471k,Megaphone,Apple
Journey Travel Path,Pulse Network,General,Y,Original,188,"$1,357",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Nigeria,1,Patricia Jones,F - 80%,25-45,$167k,Megaphone,"Apple, Spotify"
Chronicles Sports Vision,Core Media,General,Y,Original,22,"$1,576",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Australia,1,Thomas Taylor,F - 90%,25-45,$180k,Megaphone,Apple
World Education Sphere,Peak Group,General,Y,Original,295,"$2,123",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Mexico,1,Barbara Martin,F - 51%,25-45,$294k,Megaphone,"Apple, Spotify"
Stories Food Vision,Echo Studios,General,Y,Original,69,"$3,964",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Linda Davis,F - 37%,25-45,$160k,Megaphone,Apple
Chronicles Science Wave,Prime Channel,General,Y,Original,108,$972,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,William Brown,M - 69%,25-45,$473k,Megaphone,"Apple, Spotify"
Hour History Quest,Elite Syndicate,General,Y,Original,285,"$1,710",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,John Williams,F - 34%,25-45,$253k,Megaphone,Spotify
Talks History Grid,Pulse Productions,General,Y,Original,290,"$1,588",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Joseph Davis,M - 43%,25-45,$436k,Megaphone,Apple
Digest Education Wave,Prime Syndicate,General,Y,Original,215,"$1,914",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Argentina,1,Elizabeth Moore,F - 49%,25-45,$412k,Megaphone,Spotify
Daily Sports Grid,Core Syndicate,General,Y,Original,71,"$1,996",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Thomas Robinson,F - 90%,25-45,$201k,Megaphone,Spotify
Insights History Voyage,Peak Network,General,Y,Original,227,"$1,001",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Jessica Thomas,F - 41%,25-45,$348k,Megaphone,"Apple, Spotify"
Journey Health Wave,Echo Studios,Health & Wellness,Y,Original,257,"$2,683",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,John Davis,M - 90%,25-45,$153k,Megaphone,Apple
Talks Education Echo,Elite Productions,General,Y,Original,286,$808,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,Jennifer Miller,M - 69%,25-45,$430k,Megaphone,"Apple, Spotify"
Chronicles Travel Path,Edge Syndicate,General,Y,Original,70,"$3,155",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Russia,1,Robert Jones,F - 75%,25-45,$195k,Megaphone,Apple
Tales Entertainment Grid,Pulse Studios,Entertainment & Media,Y,Original,66,"$3,298",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Argentina,1,Mary Garcia,M - 63%,25-45,$287k,Megaphone,"Apple, Spotify"
Stories Sports Radar,Global Network,General,Y,Original,296,"$1,136",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Jessica White,M - 69%,25-45,$175k,Megaphone,Spotify
Talks Education Voyage,Elite Group,General,Y,Original,249,"$1,365",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Australia,1,Michael Jackson,M - 82%,25-45,$73k,Megaphone,Spotify
Daily Sports Sphere,Peak Network,General,Y,Original,21,"$3,754",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,John Jackson,F - 17%,25-45,$143k,Megaphone,"Apple, Spotify"
